# psi iota logL logPrior
2.134931720885392958e-01 6.248242688968150826e-01 1.287758860964814289e+02 -2.374097847367673708e+00
1.175507466589499561e+00 6.497688127887669696e-01 1.287783357183180897e+02 -2.340400011051581242e+00
1.218480286899996434e+00 6.509894907882691761e-01 1.287794548836934894e+02 -2.338795550145494229e+00
9.973394127756778360e-01 6.390913233843806829e-01 1.287842002452745191e+02 -2.354609519101272141e+00
1.095188371043087638e+00 6.455273396899693372e-01 1.287866674252773294e+02 -2.346006740972536253e+00
4.591099219552134958e-01 6.150347419191208864e-01 1.287894275456401658e+02 -2.387812785875623511e+00
3.020845117361191434e+00 6.463482229266914736e-01 1.287937039450641521e+02 -2.344917768016139270e+00
2.456686907081248705e+00 6.303507441154069246e-01 1.287946872762327075e+02 -2.366479545328821210e+00
2.595030687115974288e+00 6.404996253704676734e-01 1.287960969292216760e+02 -2.352717213939571117e+00
1.728100197231924762e+00 6.274546733116872499e-01 1.288002308200887001e+02 -2.370460759945981266e+00
3.058823790135489773e+00 6.439174038626839236e-01 1.288008407532659021e+02 -2.348147870690425520e+00
9.705843834760419231e-02 6.315588073100637523e-01 1.288017077466515161e+02 -2.364825973134306647e+00
4.825563692549150741e-01 6.143156949241899145e-01 1.288030616930576855e+02 -2.388831409395714367e+00
7.534143794989507370e-01 6.213165514720615512e-01 1.288036922844084131e+02 -2.378979492386845251e+00
4.782562616707422554e-01 6.142684723605414954e-01 1.288050275567865128e+02 -2.388898360716946279e+00
7.163367347758438086e-01 6.191931400693237997e-01 1.288087745681943090e+02 -2.381952237969277242e+00
9.345942512080211984e-01 6.333250184772639679e-01 1.288096222918036347e+02 -2.362415950812301269e+00
2.352737210782521182e-01 6.219921737472351442e-01 1.288161542871179108e+02 -2.378036425113850605e+00
7.580863940182764882e-01 6.208025950475137833e-01 1.288228919151003709e+02 -2.379697800429044108e+00
2.729702388071043817e+00 6.470901076339866664e-01 1.288230640428689071e+02 -2.343935191712845256e+00
1.614210831522385980e+00 6.345152031211802601e-01 1.288231914343329265e+02 -2.360796951100141428e+00
9.387965633530355181e-01 6.328954799424664213e-01 1.288269039395920004e+02 -2.363001241509069761e+00
1.700408329929366857e+00 6.282745214911462650e-01 1.288269201508176991e+02 -2.369331257697779858e+00
2.970872413593980355e+00 6.470911993577155297e-01 1.288287170764686493e+02 -2.343933746914933280e+00
2.698448627768236907e+00 6.453879957305364012e-01 1.288289121950481899e+02 -2.346191777570306058e+00
2.190254389148038605e-02 6.357048342537585661e-01 1.288313483812983407e+02 -2.359182732692183038e+00
1.111362039672709523e+00 6.443902210036682732e-01 1.288321450283501690e+02 -2.347518304306513315e+00
2.614515279891704846e+00 6.402109410247744936e-01 1.288328572358402653e+02 -2.353104659682609068e+00
1.836390032904080982e+00 6.196421758121563039e-01 1.288343728343708392e+02 -2.381322480987851264e+00
3.133977604008216566e+00 6.374420943668667183e-01 1.288389756176749756e+02 -2.356832641091755498e+00
1.290214179065948930e+00 6.487279420462470636e-01 1.288446273729026643e+02 -2.341771348114290774e+00
3.549556738569570671e-03 6.364006947835082473e-01 1.288454686309004558e+02 -2.358240376611420608e+00
9.690284046291304243e-01 6.343051203095394497e-01 1.288461451625259997e+02 -2.361082431906150081e+00
1.341092930003727313e+00 6.479613785891704669e-01 1.288484755064695264e+02 -2.342783185376193344e+00
2.030600318163424234e+00 6.127229952720254502e-01 1.288499981656527211e+02 -2.391093221150656145e+00
7.310571646577068705e-02 6.312967681086455451e-01 1.288502054469303175e+02 -2.365184290974522430e+00
1.532000418582537105e+00 6.390403342294284084e-01 1.288506237635159835e+02 -2.354678136580213632e+00
3.942091324726565427e-01 6.139171346359733050e-01 1.288511318903798610e+02 -2.389396691997517586e+00
2.990202347917164660e-03 6.361375260231156847e-01 1.288526863681377108e+02 -2.358596606633425186e+00
2.171814485242205883e+00 6.133781868534666781e-01 1.288527601193040653e+02 -2.390161849149184725e+00
1.331443804609110160e+00 6.478625681030650840e-01 1.288546393469709699e+02 -2.342913729096260944e+00
1.763420041165693508e+00 6.230011579118546194e-01 1.288554225822707906e+02 -2.376630537307429236e+00
1.223211874873818772e+00 6.476089682880727949e-01 1.288558524683502640e+02 -2.343248895838644152e+00
1.209928410044059238e-01 6.276697345758358582e-01 1.288568427779510159e+02 -2.370164282218537366e+00
1.412531896720756186e-01 6.262320806350876179e-01 1.288582123890652156e+02 -2.372148745772053591e+00
5.476944976577846624e-02 6.322660187559113742e-01 1.288582985913642460e+02 -2.363859900368271205e+00
2.817541384660958936e+00 6.478066790298493416e-01 1.288601106643832281e+02 -2.342987578954355055e+00
7.363134063574955368e-01 6.181198449081987123e-01 1.288603618304320548e+02 -2.383459923807945025e+00
2.168215921854860895e+00 6.129883705519465487e-01 1.288607609797554119e+02 -2.390715826983220715e+00
3.557413530097055521e-01 6.145851314193681025e-01 1.288642066242806834e+02 -2.388449535440629656e+00
8.618784449572509665e-01 6.256571675146743727e-01 1.288653476806190668e+02 -2.372944009103107099e+00
6.317472475715750768e-01 6.136579107042033909e-01 1.288657724308963566e+02 -2.389764609127123407e+00
2.400338214903610545e+00 6.234265739504136761e-01 1.288659448172330144e+02 -2.376038672250865957e+00
6.630140167446039179e-01 6.146348887958227314e-01 1.288669115539397012e+02 -2.388379037902316870e+00
2.614888773225685359e+00 6.386938150441843209e-01 1.288673437667740700e+02 -2.355144650442349885e+00
2.249974344656315850e+00 6.152256848660616617e-01 1.288674751589855134e+02 -2.387542551467971563e+00
2.717190307188485310e+00 6.445135541442927885e-01 1.288676696942706599e+02 -2.347354185435387652e+00
4.176922946709891726e-01 6.126944665915771138e-01 1.288685667929516399e+02 -2.391133804888114334e+00
2.443861962804484200e+00 6.262333535611316337e-01 1.288703411685835647e+02 -2.372146986032568350e+00
1.639105364291377764e+00 6.307834147683695214e-01 1.288710566783567231e+02 -2.365886832487995584e+00
3.225414158139799925e-02 6.332867439011868882e-01 1.288720767714466717e+02 -2.362468082495682076e+00
2.420440080846124165e+00 6.244913251500450180e-01 1.288729076653563652e+02 -2.374559650795726728e+00
2.098515441300345064e+00 6.115893679521343662e-01 1.288735440040303217e+02 -2.392707769146603436e+00
1.793845845916639536e-01 6.230827292270584294e-01 1.288744433321254519e+02 -2.376517009083990661e+00
3.012594268028632172e-01 6.162662239375396034e-01 1.288769750891086687e+02 -2.386071837407571117e+00
1.323479869507398821e+00 6.469469638928388999e-01 1.288775321337173523e+02 -2.344124657953653212e+00
1.381959171877267245e-01 6.256443980150585560e-01 1.288780315709011290e+02 -2.372961683776125597e+00
1.175050175693552745e+00 6.451833856892711383e-01 1.288785155637789046e+02 -2.346463579080753092e+00
1.551885941267733271e+00 6.364796029533974497e-01 1.288799618885541065e+02 -2.358133603295212488e+00
3.098154469544239120e+00 6.380744091519914285e-01 1.288803255121247844e+02 -2.355979389759629949e+00
1.521500463853169061e+00 6.384269772404680410e-01 1.288808269382450931e+02 -2.355504120637432308e+00
2.845263284419932148e+00 6.470673366826755757e-01 1.288809272205604088e+02 -2.343965327761137196e+00
2.658016003176426167e+00 6.407900856588046867e-01 1.288813013628517012e+02 -2.352327620208547021e+00
1.153156812826526600e+00 6.441807974636513112e-01 1.288814090350505239e+02 -2.347797079861794423e+00
1.556724433380901162e+00 6.360712460624344811e-01 1.288819317363946197e+02 -2.358686355322226369e+00
9.671561595118776111e-01 6.325443411406882488e-01 1.288831973694039448e+02 -2.363480096205628822e+00
9.125568843745365810e-02 6.286600369003454425e-01 1.288834728989587006e+02 -2.368800807185949431e+00
2.253480737289756508e+00 6.145120405187100010e-01 1.288888843965787316e+02 -2.388553106022821559e+00
1.003661753080647756e+00 6.348873044993752490e-01 1.288899486482370378e+02 -2.360291612022952457e+00
8.047414742652652109e-01 6.207607596660249527e-01 1.288915522442097483e+02 -2.379756304109502452e+00
1.918410444118099800e+00 6.138017059346476678e-01 1.288919807767069585e+02 -2.389560495205451218e+00
1.909099539103069620e-01 6.216389450068687816e-01 1.288925723699077821e+02 -2.378529311527214141e+00
2.224240961188148180e+00 6.132606301149677863e-01 1.288931264904939553e+02 -2.390328863693175876e+00
2.594143949782311775e+00 6.360344428363071678e-01 1.288951899464218798e+02 -2.358736195387431955e+00
1.514870246911645957e-01 6.239244664133561935e-01 1.288987463465884389e+02 -2.375346647835935521e+00
1.535840528177322195e+00 6.367197184197018744e-01 1.288991761687862549e+02 -2.357808803330771141e+00
1.221339224145060465e+00 6.455089736360125618e-01 1.289006191614533350e+02 -2.346031126416986190e+00
1.337405267246108087e+00 6.456638158449832243e-01 1.289007094959718529e+02 -2.345825564569110178e+00
2.197303383959575918e+00 6.120227431268355778e-01 1.289034857572601425e+02 -2.392090082892146086e+00
2.205591652751733189e+00 6.122523783262230346e-01 1.289036662632415187e+02 -2.391763016307224099e+00
4.164683298149535196e-02 6.313129737361817817e-01 1.289036800685197193e+02 -2.365162125346074617e+00
6.682433428059975089e-01 6.133598284295282976e-01 1.289037814799565069e+02 -2.390187928476946055e+00
2.746176043390228472e+00 6.439336894090961216e-01 1.289058989510799051e+02 -2.348126175818244121e+00
7.072232788645969048e-01 6.145932139769525460e-01 1.289128990315935255e+02 -2.388438083357415032e+00
2.696255709626409924e+00 6.413999740396101323e-01 1.289138211522312361e+02 -2.351510346281945552e+00
9.712196877099459336e-01 6.314452817660889394e-01 1.289148627385368115e+02 -2.364981186125813206e+00
2.974278764963111055e+00 6.430063105334949958e-01 1.289173226671444183e+02 -2.349362761373194886e+00
1.904569708481063106e+00 6.133325159976948937e-01 1.289174414557374462e+02 -2.390226729434012931e+00
4.890878738190204134e-01 6.098823021055186366e-01 1.289176581582051995e+02 -2.395146385205945805e+00
1.185299957391463543e+00 6.437052518110391031e-01 1.289182864745816062e+02 -2.348430557355567494e+00
1.983019967213346391e-01 6.201589000252774042e-01 1.289183706643403013e+02 -2.380598533063525757e+00
2.593616558350811729e+00 6.349265001852619772e-01 1.289190651364965277e+02 -2.360238404527697398e+00
2.235999615894184611e+00 6.126223495616234249e-01 1.289194537393931626e+02 -2.391236406608348020e+00
1.104298012400859008e+00 6.399951785961994766e-01 1.289201190238891002e+02 -2.353394388787942937e+00
1.518937426559094028e+00 6.368606481079039927e-01 1.289209528377155891e+02 -2.357618246184085997e+00
2.751933748321901518e+00 6.433706649184907089e-01 1.289224733539298882e+02 -2.348876638977252185e+00
1.018332445726624069e+00 6.344180769851346380e-01 1.289234782653639968e+02 -2.360928919855453945e+00
1.320694916889560755e+00 6.448779720697996876e-01 1.289236124085993822e+02 -2.346869502245675143e+00
3.615046647361366272e-01 6.120503183765155786e-01 1.289248016942709967e+02 -2.392050799365665448e+00
2.907979816094282022e+00 6.445614618094680504e-01 1.289249392933448064e+02 -2.347290446278914366e+00
1.264873904034033991e+00 6.449527030517752113e-01 1.289258262045826484e+02 -2.346770153958087413e+00
2.911496124963822485e+00 6.443410509687006460e-01 1.289283119785369536e+02 -2.347583746409008576e+00
3.594127693645927657e-01 6.119523721760748991e-01 1.289291154928871492e+02 -2.392190343345252490e+00
2.648827381554838656e+00 6.378640171043488127e-01 1.289334497255545102e+02 -2.356263169512811562e+00
2.484986389833046427e+00 6.264377571930352939e-01 1.289342693343501765e+02 -2.371864472163403015e+00
1.306061941450253894e+00 6.445317029007691101e-01 1.289343939682134987e+02 -2.347330038521480144e+00
3.042629417565619221e+00 6.389273466406635293e-01 1.289369230740559829e+02 -2.354830213064366795e+00
3.123814149669395412e+00 6.337552061094674505e-01 1.289421092101013357e+02 -2.361830303607769466e+00
2.906568697375367272e+00 6.437516043981319491e-01 1.289431600378763392e+02 -2.348368783166206786e+00
2.208138566735796893e+00 6.107264329232786615e-01 1.289439383450565799e+02 -2.393939400992709743e+00
3.594971461968121673e-02 6.300096036369020602e-01 1.289443128655935311e+02 -2.366947251426621435e+00
2.786705150961504618e+00 6.433540079522460653e-01 1.289444812031237859e+02 -2.348898854687675009e+00
2.498692182082513646e+00 6.269514347032575374e-01 1.289452571417549223e+02 -2.371155035799379807e+00
1.842852447328957144e+00 6.149535939683745678e-01 1.289461334751152890e+02 -2.387927664691451568e+00
7.049116443414779054e-01 6.130293394169997745e-01 1.289489255505721985e+02 -2.390657583508877693e+00
2.592656864190143740e+00 6.334758527057626765e-01 1.289497826603906958e+02 -2.362210548565436774e+00
3.076482247314465290e+00 6.363519198325355841e-01 1.289513568882107393e+02 -2.358306384464891714e+00
2.567651574523419189e+00 6.316568595606913972e-01 1.289514412907152234e+02 -2.364691945105882098e+00
1.882071244635802609e-01 6.194386040517443348e-01 1.289518916680976304e+02 -2.381607909161739478e+00
1.052232522050246644e+00 6.353370447752888506e-01 1.289534125679907675e+02 -2.359681359376955889e+00
2.807223700901660735e+00 6.433332278830403705e-01 1.289536709495737909e+02 -2.348926570539282110e+00
1.341878992047515151e+00 6.431088315978775727e-01 1.289546904466527337e+02 -2.349225940234600962e+00
1.095831052905914316e+00 6.379189592989916724e-01 1.289549878882711482e+02 -2.356189050667856222e+00
1.609170109155747763e+00 6.293855153517486922e-01 1.289551577689151713e+02 -2.367803749009511627e+00
2.181663703858902348e-01 6.174653342915639165e-01 1.289563054057852582e+02 -2.384381015079415800e+00
1.946528613823455878e+00 6.102763835700932837e-01 1.289588186649094155e+02 -2.394582636080765603e+00
2.215056136824098409e+00 6.103084960428388772e-01 1.289596399092219485e+02 -2.394536718760586602e+00
2.279293452824414423e+00 6.125524485946939324e-01 1.289645376665249046e+02 -2.391335870522429907e+00
3.035987200595287483e+00 6.380147459932221654e-01 1.289655789231539700e+02 -2.356059851590978305e+00
2.988277900537143594e+00 6.402220881933455843e-01 1.289667039235957304e+02 -2.353089694638090368e+00
6.375877248790635665e-01 6.097802050657868955e-01 1.289677664849218104e+02 -2.395292516246233738e+00
2.207796634325501550e+00 6.097331095506025589e-01 1.289685089805208520e+02 -2.395359934559521342e+00
1.063344374056180985e+00 6.353387505692805748e-01 1.289688499860295678e+02 -2.359679045878573689e+00
2.800869368120911140e+00 6.424692188329049758e-01 1.289698115305959618e+02 -2.350080023698561504e+00
2.610045724275564361e+00 6.334807965273274721e-01 1.289754940834688171e+02 -2.362203817293035080e+00
7.781573786718929409e-01 6.155820192780676603e-01 1.289775497336116530e+02 -2.387038537394120752e+00
1.407989219380690216e+00 6.399713128073920565e-01 1.289806884885023237e+02 -2.353426444152412422e+00
1.042007440788378814e+00 6.334120781625611762e-01 1.289809854612906861e+02 -2.362297387205265942e+00
1.088721841592924067e+00 6.362856551343969436e-01 1.289815644746495025e+02 -2.358396072241716102e+00
1.560710617087509355e+00 6.315048746618513453e-01 1.289826627685939968e+02 -2.364899705652313777e+00
2.502917919412390724e+00 6.254287190079832470e-01 1.289868081854334889e+02 -2.373260283839391249e+00
1.473693926404699761e+00 6.366079764933092466e-01 1.289870342617028598e+02 -2.357959934371761879e+00
1.936003366228727929e+00 6.092917366665329126e-01 1.289922950712497141e+02 -2.395992098846552842e+00
2.249031796488433210e-01 6.154734739709654123e-01 1.289964134838120060e+02 -2.387192027998187527e+00
1.137675470233023844e-02 6.292182805752278840e-01 1.290025297946165779e+02 -2.368033452579350495e+00
1.688022246535328730e+00 6.219077607923118034e-01 1.290044108896211696e+02 -2.378154179373410670e+00
3.297272660440044301e-01 6.100277013934940484e-01 1.290057477117152871e+02 -2.394938330692725881e+00
1.750810949708609954e-01 6.180419764695851415e-01 1.290066507197395254e+02 -2.383569440981257337e+00
2.352633935630508155e+00 6.144794642623607750e-01 1.290088508294487042e+02 -2.388599272101237680e+00
2.770515785337783754e+00 6.398737784717392074e-01 1.290099102647446330e+02 -2.353557464121489584e+00
2.119408824799313695e-01 6.155348697324246610e-01 1.290134091018593381e+02 -2.387105205785228890e+00
1.642072282800469019e+00 6.244327355510852495e-01 1.290188996542980533e+02 -2.374640949951933866e+00
7.330526187807806515e-01 6.114085206094388436e-01 1.290201919487211057e+02 -2.392965697884391396e+00
7.378792947918749734e-01 6.113570983812741666e-01 1.290271333609264275e+02 -2.393039055598713993e+00
2.035591007041745559e+00 6.057741300393721939e-01 1.290272078288243449e+02 -2.401051577727416841e+00
3.003619413422451423e-01 6.103531501472017062e-01 1.290285046104837079e+02 -2.394472873498353138e+00
2.884983514962285334e+00 6.400452770657034662e-01 1.290294804645656370e+02 -2.353327104160083838e+00
5.152928335826153505e-01 6.053548465258488109e-01 1.290317074957749242e+02 -2.401657183842472065e+00
2.409392758833880155e+00 6.169497448066082468e-01 1.290326627791485805e+02 -2.385107502727284334e+00
5.588275549190673264e-01 6.055084215084820531e-01 1.290344531337236162e+02 -2.401435299726236927e+00
2.835284279260246620e+00 6.398718288506231033e-01 1.290345648457785330e+02 -2.353560083361420308e+00
4.838975811627584944e-01 6.052997774581629908e-01 1.290351456953735010e+02 -2.401736765005456853e+00
1.878653321548207966e+00 6.097312438284289149e-01 1.290358697879686360e+02 -2.395362605523003730e+00
2.314893537225656051e+00 6.112802483320445290e-01 1.290364373698459417e+02 -2.393148702992343058e+00
2.376437360294189283e+00 6.147111474497668482e-01 1.290365556330264951e+02 -2.388271007117274358e+00
1.350356841337576830e+00 6.391375330561436252e-01 1.290368628794065842e+02 -2.354547339813959361e+00
1.485897862130078018e+00 6.337029324966785282e-01 1.290372341120498163e+02 -2.361901439480516895e+00
2.071047024662135527e+00 6.050336295433357270e-01 1.290400592754652394e+02 -2.402121511532183007e+00
1.628620882998866426e+00 6.244421556383051852e-01 1.290404414573711449e+02 -2.374627877924620378e+00
2.252132009747572994e+00 6.083024011620999927e-01 1.290407719058414955e+02 -2.397411254542125114e+00
2.770955337003933039e+00 6.383808098275052245e-01 1.290418305602945281e+02 -2.355566335348051599e+00
2.222674648991699975e+00 6.072026776227354983e-01 1.290423427475685685e+02 -2.398992274408402015e+00
7.255028224450941199e-01 6.100953929436379042e-01 1.290430592431777654e+02 -2.394841491586141569e+00
2.134565770430301601e+00 6.051920698383206343e-01 1.290437803211131040e+02 -2.401892442032302455e+00
2.912457777474427800e+00 6.389763631708124114e-01 1.290440437319617786e+02 -2.354764234493498698e+00
1.703834161150991733e+00 6.191976718039575722e-01 1.290444076244697840e+02 -2.381945879380527042e+00
3.511011208776309567e-01 6.076509300430535943e-01 1.290457243593801593e+02 -2.398347395531927440e+00
2.640624294688180385e+00 6.321247421469718963e-01 1.290471169378565719e+02 -2.364052774044512084e+00
2.546583991731762309e-01 6.117624813878839163e-01 1.290484352675107971e+02 -2.392460963623904036e+00
9.777358577817583107e-01 6.258709088419718292e-01 1.290497337163452585e+02 -2.372648233462674838e+00
1.726977483471363595e+00 6.174569626768633412e-01 1.290501452261054283e+02 -2.384392804705904645e+00
2.636301209333901774e+00 6.316263587368948773e-01 1.290521539386015490e+02 -2.364733633853580486e+00
2.524944960639229130e+00 6.240812280550469549e-01 1.290523582333028969e+02 -2.375128914054416729e+00
2.273853771040141858e+00 6.087012837764271822e-01 1.290523894687603672e+02 -2.396838715908006456e+00
4.523239804226827365e-01 6.048933046845822448e-01 1.290531702359795929e+02 -2.402324454924403163e+00
1.323615819098684643e+00 6.387594467801915865e-01 1.290546845732869770e+02 -2.355056265440675922e+00
2.839481288980899798e+00 6.384727696983427681e-01 1.290647519485530950e+02 -2.355442417141079048e+00
9.199860617262267670e-01 6.210836661335373821e-01 1.290651676275724071e+02 -2.379304877432981691e+00
2.107735371253312007e+00 6.040146938146186972e-01 1.290671089815826349e+02 -2.403596522057787510e+00
1.005165898806336777e+00 6.269446345002454013e-01 1.290680443018683832e+02 -2.371164422501911950e+00
3.009970681407768911e+00 6.346775557962399672e-01 1.290680779151622914e+02 -2.360576416651887666e+00
2.840898357781832306e+00 6.383041223063928848e-01 1.290684795264251363e+02 -2.355669691895685425e+00
1.028880813829072594e+00 6.283984521306273940e-01 1.290712181215121745e+02 -2.369160688246412683e+00
3.239039741255099747e-01 6.075382673726348326e-01 1.290740336517795015e+02 -2.398509419792030251e+00
2.765834037269120138e+00 6.366146411040012332e-01 1.290759328901616527e+02 -2.357950919489990582e+00
2.258695040963408118e+00 6.070998296247678283e-01 1.290760610334245087e+02 -2.399140323825164067e+00
2.994643084819972323e+00 6.349534600642050552e-01 1.290766381289159312e+02 -2.360201809472966872e+00
5.883556480208382844e-01 6.041616459074607981e-01 1.290783764301949361e+02 -2.403383595928059613e+00
1.486599122132784778e+00 6.318155280403198182e-01 1.290784725303382174e+02 -2.364475118911864904e+00
1.290848132324992292e+00 6.378356736130360582e-01 1.290792039016848776e+02 -2.356301409152245618e+00
8.122787996194111848e-01 6.131786697015437770e-01 1.290816836511141616e+02 -2.390445330710464056e+00
1.735547354095970052e+00 6.154831036826706736e-01 1.290847328685017033e+02 -2.387178409488273978e+00
2.542009835822161001e-01 6.103102099691639637e-01 1.290849122909303333e+02 -2.394534268121846665e+00
1.717476383193099920e+00 6.165771757205568138e-01 1.290860707210647433e+02 -2.385632962740872554e+00
1.221230415968220351e+00 6.366950273497499202e-01 1.290884009209956389e+02 -2.357842194981295325e+00
2.630027807789684147e+00 6.293207997429507428e-01 1.290932814822839418e+02 -2.367892628878312866e+00
8.813364562242487210e-02 6.201198627362656257e-01 1.290938022380890402e+02 -2.380653197992752546e+00
1.277691194917894402e+00 6.370881516940191114e-01 1.290947583546001738e+02 -2.357310747215115576e+00
1.551016712588627389e+00 6.272255833104528611e-01 1.290952791795524490e+02 -2.370776724924200884e+00
4.283812620360094581e-02 6.230376101814034673e-01 1.290969621129375184e+02 -2.376579801844760809e+00
2.547058812260621252e+00 6.235785157172778481e-01 1.290977902055996651e+02 -2.375827410203726231e+00
2.972315774052470161e+00 6.347592841550376841e-01 1.290995321019102562e+02 -2.360465427954443030e+00
2.598136682178491697e+00 6.269046716703778888e-01 1.291012480795392037e+02 -2.371219588157603475e+00
1.829560464371448925e+00 6.094058591069030362e-01 1.291013908111314663e+02 -2.395828587934219378e+00
1.831421644863857390e+00 6.092832394521329187e-01 1.291020806811824571e+02 -2.396004274968854375e+00
4.932605467222836992e-01 6.025658712143256990e-01 1.291023297360738411e+02 -2.405699380766399553e+00
2.884769071967117071e+00 6.364053907558563372e-01 1.291068033389535117e+02 -2.358234021838938599e+00
1.292675870722701958e+00 6.365087102384769935e-01 1.291070920675866205e+02 -2.358094221692372372e+00
1.163098389293879098e+00 6.339800367086340094e-01 1.291080677691023766e+02 -2.361524434600338118e+00
8.252393679125584747e-01 6.128302319807861220e-01 1.291081414102911253e+02 -2.390940692590044936e+00
1.387901419493119182e+00 6.347942396277728161e-01 1.291086249849349770e+02 -2.360417963544056974e+00
2.702356827964011998e+00 6.325862781934268320e-01 1.291086638368854267e+02 -2.363422887301790620e+00
2.386057358063756961e+00 6.121125447732294056e-01 1.291105223622787150e+02 -2.391962160497806522e+00
2.716516110053921462e+00 6.330751811977342047e-01 1.291119402885846341e+02 -2.362756315826516129e+00
1.886228890270625236e+00 6.062510707935618859e-01 1.291145280414798151e+02 -2.400363351620677932e+00
2.472533559232322986e+00 6.175801739316886252e-01 1.291150549138162091e+02 -2.384219309143278842e+00
1.485436767474578756e+00 6.300414770303608414e-01 1.291191497244479365e+02 -2.366903538575670929e+00
1.106485725178570245e+00 6.307487311463777502e-01 1.291208310959266896e+02 -2.365934325515861580e+00
2.633237409840066601e+00 6.282140849318275100e-01 1.291210824255880141e+02 -2.369414454471321818e+00
1.041452153845134010e+00 6.268803960979189016e-01 1.291214670761042953e+02 -2.371253101009827002e+00
2.371725115157432562e+00 6.107789856225089853e-01 1.291215073960576945e+02 -2.393864329981794548e+00
4.997655843930209896e-01 6.017154216406583878e-01 1.291228359623811457e+02 -2.406936787360768104e+00
1.129539914996753769e+00 6.318010224274801523e-01 1.291231377379866103e+02 -2.364494938356471287e+00
1.555342611264808328e+00 6.256020749774762191e-01 1.291257991136860426e+02 -2.373020267846242426e+00
2.841356010032367152e+00 6.355325604038716270e-01 1.291267302430943857e+02 -2.359416243342007835e+00
1.319414699622648346e+00 6.353530713295948429e-01 1.291278408189468792e+02 -2.359659623544951401e+00
1.364876488310209357e+00 6.345020831661948302e-01 1.291287377439124384e+02 -2.360814776083880684e+00
2.083370458729371322e+00 6.013509991044678760e-01 1.291313788320909453e+02 -2.407467713733150383e+00
1.121216648937623184e+00 6.308564601523649618e-01 1.291344497595320036e+02 -2.365786821187286115e+00
1.397882862325110498e+00 6.332439441883540576e-01 1.291347807696656105e+02 -2.362526382571512595e+00
2.451150438965845169e+00 6.152245347949925058e-01 1.291351285113492224e+02 -2.387544178792812222e+00
1.760033078052921418e+00 6.118068905645529520e-01 1.291370793138730733e+02 -2.392397664696981785e+00
3.094716709542532307e+00 6.269195198672400382e-01 1.291396804637140860e+02 -2.371199090806225040e+00
2.410710212205000591e+00 6.123279418778702077e-01 1.291406852891073243e+02 -2.391655426987980171e+00
6.014907287276387293e-02 6.199836274422730886e-01 1.291407837540531034e+02 -2.380844007167593368e+00
1.770245486917362943e+00 6.110387366039513601e-01 1.291410050810664529e+02 -2.393493401568987267e+00
1.184465149530117056e+00 6.330678077027771522e-01 1.291431565055410715e+02 -2.362766363792232926e+00
1.105379846565443636e+00 6.294284715859587154e-01 1.291473455438194833e+02 -2.367744759955549672e+00
1.227806303141571354e+00 6.339713998803276906e-01 1.291480557400479370e+02 -2.361536181843682858e+00
3.179614461619472698e-01 6.047835320719449070e-01 1.291481131687357049e+02 -2.402483254888720055e+00
7.079072306770406442e-04 6.235704078831193486e-01 1.291483653214588116e+02 -2.375838681744263603e+00
1.219246166890417093e+00 6.336465929439460965e-01 1.291510849187940266e+02 -2.361978117161554369e+00
2.050370322592163230e+00 6.005920666796438212e-01 1.291531455622380804e+02 -2.408574732958345344e+00
2.142282788231781421e+00 6.008444076445900173e-01 1.291533327649073044e+02 -2.408206455061703721e+00
2.436516454803956400e-01 6.080266914848279081e-01 1.291541732299615148e+02 -2.397807280856856682e+00
3.624793287667550379e-01 6.027350344108096669e-01 1.291584595732960850e+02 -2.405453516484836740e+00
6.537113733896867673e-01 6.024426930358697252e-01 1.291590176104490695e+02 -2.405878465795821874e+00
8.530859232363952049e-02 6.174134530137567189e-01 1.291614773355750572e+02 -2.384454082115881945e+00
2.496609199269641977e+00 6.170765868879377614e-01 1.291631008714216193e+02 -2.384928703193322619e+00
1.727034585297045233e+00 6.126767981592855516e-01 1.291646096442912608e+02 -2.391158940513451014e+00
1.411719927537973041e+00 6.313272429753413739e-01 1.291651671197354290e+02 -2.365142608882576880e+00
7.458256251238600809e-01 6.058437172516963898e-01 1.291668152752242804e+02 -2.400951119599932682e+00
1.884684680001619039e+00 6.041831955031575774e-01 1.291669126903605047e+02 -2.403352377283565655e+00
7.074063165658912578e-01 6.040305373995380478e-01 1.291681499639250319e+02 -2.403573562287443011e+00
1.177202480035550058e+00 6.315238763771287012e-01 1.291700810850162497e+02 -2.364873727034299655e+00
1.234404782664850320e+00 6.330172006714713806e-01 1.291703553758841849e+02 -2.362835330900263653e+00
1.396400983911002536e+00 6.315755774517528565e-01 1.291713996702578982e+02 -2.364803048002962704e+00
1.858825060717279598e-01 6.105112575054363333e-01 1.291728922401693467e+02 -2.394246864550138021e+00
2.828953194814418648e+00 6.331363364949340600e-01 1.291745835718614330e+02 -2.362672984625627581e+00
1.302066172864060123e+00 6.332129460888313854e-01 1.291753460849374733e+02 -2.362568610222761656e+00
1.234396987633136433e+00 6.327458314219834845e-01 1.291759622059564094e+02 -2.363205276943916910e+00
4.073292605609406536e-01 6.007742355521967781e-01 1.291760551567143978e+02 -2.408308847404746267e+00
5.283216162094774848e-01 5.992559403733149770e-01 1.291833669837092486e+02 -2.410528062800729288e+00
2.998807321344848731e+00 6.297764067157671786e-01 1.291846329390373000e+02 -2.367267159028711987e+00
1.396031362405188991e+00 6.308978650434516888e-01 1.291860307583890517e+02 -2.365730137803595312e+00
